x,y,hue
0.591588020324707,-0.263550621569468,1
0.58635276556015,-0.181407683166202,1
0.357560187578201,-0.946755468906801,1
0.419263184070587,-0.30410425723544,1
0.490047693252563,0.18126775539384,1
0.572205424308777,-0.133503902170416,1
0.454671084880829,0.077490355239125,1
0.673592507839203,-0.085614938523925,1
0.363319545984268,0.200291380856647,1
0.536179304122925,0.065699069321551,1
0.337070226669312,0.149088954087279,1
0.641153395175934,-0.499577032870449,1
0.633993983268738,0.187633996647807,1
0.631092011928558,-0.128292938471929,1
0.566946923732758,0.399472964704427,1
0.542549967765808,0.075640185637832,1
0.784952938556671,-0.158682818365626,1
0.745671570301056,-0.16329147867873,1
0.243960574269295,0.076025236635731,1
0.724693775177002,0.106811719776126,1
0.398952215909958,0.255800387746689,1
0.596646070480347,-0.161130377186386,1
0.468982756137848,0.236128123757266,1
0.719682931900024,-0.144735875104016,1
0.70224541425705,-0.15021722317161,1
0.408348619937897,-0.73408449848271,1
0.163273692131042,-0.511050276252125,1
0.356353461742401,-0.134882091750411,1
0.550422191619873,-0.344645301599944,1
0.541440904140472,-0.158508526830783,1
0.731732547283173,0.427987824208185,1
0.486836344003677,0.049216465221333,1
0.330065965652466,0.12002854545867,1
0.436736673116684,-0.081639407341898,1
0.449125349521637,-0.076182739061148,1
0.378267556428909,-0.095051169826369,1
0.523562431335449,-0.188899209908866,1
0.438833147287369,-0.580408478043753,1
0.829556107521057,-0.195810794011754,1
0.622329771518707,-0.287589396392245,1
0.539068937301636,0.189832033540249,1
0.707928001880646,0.19685009470079,1
0.172664746642113,0.468412912657066,1
0.352120101451874,0.420076638055183,1
0.322977870702744,-0.105022143034408,1
0.628934741020203,-0.329975950029578,1
0.355786144733429,-0.112072427538481,1
0.504302799701691,0.043710167407909,1
0.683867990970612,0.11169432031835,1
0.521048784255981,-0.095878566169408,1
0.488294929265976,0.178346308437256,1
0.593662023544312,-0.061192384683364,1
0.128153681755066,0.598908591920135,1
0.292303621768951,0.159985444728179,1
0.591225385665894,0.12685473885317,1
0.557303488254547,0.562005950160141,1
0.294006288051605,-0.082495176278848,1
0.581706047058105,0.408960769752136,1
0.459869533777237,-0.206773655104377,1
0.525954306125641,0.33893626932042,1
0.645887732505798,0.118143811228267,1
0.596482455730438,-0.078169859485818,1
0.385524570941925,0.791000881025337,1
0.244529277086258,-0.125743456502883,1
0.422313064336777,-0.268976273782385,1
0.764665365219116,0.060416350980123,1
0.469147205352783,-0.172685665874862,1
0.757223665714264,0.069579596607822,1
0.535910964012146,-0.557558841487853,1
0.63294243812561,-0.067224549024661,1
0.396875262260437,-0.090809118196487,1
0.594019532203674,0.154426140625109,1
0.51922482252121,0.325126092595507,1
0.692548751831055,-0.303134733291005,1
0.289506167173386,-0.044578317021604,1
0.351230353116989,-0.238681911763092,1
0.496521323919296,-0.092620967629238,1
0.528506815433502,0.182094243628235,1
0.447900950908661,-0.107715845709668,1
0.664462804794312,0.300328671675751,1
0.631502628326416,0.308218494188038,1
0.556501150131226,0.046407873714498,1
0.477395683526993,-0.06500701348625,1
0.700709104537964,-0.391138649754487,1
0.67315673828125,-0.381968583823498,1
0.488310486078262,0.127849902737873,1
0.620146036148071,0.100434348048012,1
0.523552477359772,0.423337524435052,1
0.290206909179688,-0.075305761973526,1
0.476689070463181,-0.119298076985017,1
0.679313540458679,-0.138400238019745,1
0.54070246219635,-0.127123583581821,1
0.452370584011078,-0.067001908323128,1
0.455702483654022,-0.055069054529131,1
0.622302114963531,-0.153908742539869,1
0.776822090148926,0.136969426026935,1
0.602195262908936,0.348501002615952,1
0.644863843917847,-0.149901433299822,1
0.397753775119781,-0.230005126286885,1
0.360987633466721,0.07621669902617,1
0.332409739494324,0.100891406484162,1
0.673624515533447,-0.092194325036939,1
0.343410611152649,-0.101069937996435,1
0.683251738548279,-0.07115722789657,1
0.557731986045837,0.094573788207336,1
0.25717705488205,-0.337312309874582,1
0.444538414478302,-0.054393329263814,1
0.87496554851532,0.310452754767251,1
0.262507081031799,0.075065595783034,1
0.56723552942276,-0.183862167097803,1
0.672103881835938,-0.535708109784191,1
0.262567311525345,-0.120626059692589,1
0.723828911781311,-0.220608216994028,1
0.758631110191345,0.412063237178397,1
0.617297410964966,-0.071422716065024,1
0.513038754463196,-0.123401525502251,1
0.61047351360321,-0.213569019599806,1
0.708777725696564,0.102145835238425,1
0.648122668266296,0.048806152721602,1
0.531099021434784,0.235934477025389,1
0.299468189477921,0.579493197723169,1
0.39099308848381,0.078971155635692,1
0.75854104757309,0.150985411048673,1
0.366295456886292,-0.242352907726914,1
0.683729529380798,-0.055305155088918,1
0.231041789054871,0.266708700304759,1
0.319717615842819,0.378672319998335,1
0.553282201290131,-0.084450187271029,1
0.266968220472336,0.628230005475889,1
0.286064803600311,0.136077422946636,1
0.544169783592224,0.06623371515742,1
