x,y,hue
0.419263184070587,0.362821108164153,1
0.572205424308777,0.339211202278384,1
0.415256142616272,-0.166091305163242,1
0.633993983268738,0.325484566492389,1
0.724693775177002,-0.190465481522314,1
0.382448494434357,-0.133315247174996,1
0.731732547283173,0.405934985001993,1
0.438833147287369,-0.312185301521242,1
0.438392102718353,0.251457090200127,1
0.707928001880646,0.491294030736329,1
0.172664746642113,0.287567290558212,1
0.446547359228134,-0.106557305392455,1
0.521048784255981,0.096434866710211,1
0.292303621768951,0.241214425269591,1
0.645887732505798,0.244579832187983,1
0.440037310123444,0.255524197678474,1
0.504435837268829,0.233339079711822,1
0.51922482252121,0.414213674996012,1
0.692548751831055,0.320731951968085,1
0.447900950908661,0.184006647119647,1
0.631502628326416,0.480139477766435,1
0.420279622077942,0.190634469040901,1
0.523552477359772,0.307719520454326,1
0.622302114963531,-0.201638789446499,1
0.776822090148926,0.144791473945471,1
0.602195262908936,-0.134062341872473,1
0.765314161777496,0.136281327858163,1
0.383512586355209,0.189500015616965,1
0.758631110191345,-0.115905322188248,1
0.648122668266296,-0.15030459159479,1
0.299468189477921,0.349985035163885,1
0.530417501926422,0.262625757533521,1
0.697887897491455,0.205221873639241,1
-0.713538765907288,-0.155079791986402,2
-0.66106128692627,-0.265324294232759,2
-0.7144655585289,-0.141118525823248,2
-0.45794090628624,-0.146895205914395,2
-0.721359550952911,-0.157487879189226,2
-0.687273800373077,-0.163703862969798,2
-0.821573257446289,0.449337067782067,2
-0.344474881887436,0.312575854588794,2
-0.354848206043243,-0.296538829795743,2
-0.765148401260376,-0.165696732973512,2
-0.866705715656281,-0.256244329397089,2
-0.891998291015625,-0.304142783455929,2
-0.447013080120087,-0.100470295102414,2
-0.399026155471802,-0.135514059419859,2
-0.650009572505951,-0.110609626057276,2
-0.815236985683441,-0.374973828112606,2
-0.819921851158142,-0.222139456671507,2
-0.623771131038666,-0.107276299973671,2
-0.570223450660706,-0.196682208028236,2
-0.716498374938965,0.171206745183255,2
-0.680284798145294,-0.182950856118379,2
-0.877069890499115,-0.171645973246979,2
-0.705601155757904,-0.230324290825683,2
-0.741405129432678,-0.205712548463817,2
-0.727873980998993,-0.17260064080508,2
-0.816598534584045,-0.157075218494912,2
-0.590845584869385,-0.201600388072019,2
-0.802254199981689,-0.185442737755147,2
-0.806337952613831,-0.336742191175616,2
-0.743549227714539,-0.175008223638565,2
-0.733210742473602,-0.124190209776778,2
-0.530627191066742,-0.106287539725382,2
-0.57774406671524,-0.224069908074493,2
-0.531767725944519,-0.275560657007477,2
-0.628863453865051,-0.167134775396775,2
-0.681013345718384,-0.18686600475653,2
-0.742567539215088,0.107310136406035,2
-0.515321254730225,-0.114549653727382,2
-0.636085331439972,-0.173882565725769,2
-0.617121338844299,-0.240647558079482,2
-0.27837347984314,-0.162213605952097,2
-0.648482382297516,-0.131669670162935,2
-0.766267359256744,-0.293978533858881,2
-0.732082605361938,-0.110002956733601,2
-0.863236486911774,-0.372062059261409,2
-0.630925714969635,-0.446919427918393,2
-0.430181801319122,-0.113977367657423,2
-0.791384041309357,-0.182661009157896,2
-0.705064177513123,-0.145035439744754,2
-0.868038713932037,0.587040760734818,2
-0.710129499435425,-0.158957134836551,2
-0.507068037986755,-0.162711606228967,2
-0.64720094203949,-0.092651271027991,2
