Var1,weights
BTBD9,0.706013560295105
CLEC4G,0.705885946750641
DYNC1I1,0.705601155757904
TPI1,0.705064177513123
LOC441052,0.70501846075058
CNRIP1,0.704608857631683
BORCS7,0.704363465309143
UBE2D2,0.704073190689087
COA6,0.703814625740051
AP1M1,0.703801333904266
ZFP64,0.702931940555573
MYRIP,0.700154006481171
GALNT14,0.695125162601471
NPHS1,0.694556653499603
PHF24,0.693761825561523
OXCT1,0.692550241947174
DPP10-AS1,0.691309034824371
KLF10,0.690527617931366
ACTC1,0.690021753311157
LIN7B,0.689676821231842
BCR,0.687273800373077
PPP5D1,0.686056077480316
LINC02361,0.684153258800507
ATP9A,0.682419180870056
POMGNT2,0.681013345718384
RCN1,0.680619120597839
DNAJC19,0.680284798145294
OR14I1,0.678525149822235
NPTX2,0.678079843521118
HMGCS1,0.677041888237
TUBA1B,0.672652781009674
ADCY7,0.672442197799683
LONRF2,0.672110021114349
TMEM150C,0.671427488327026
BEGAIN,0.671180665493011
NIPSNAP3A,0.671064913272858
ZNF350,0.670823574066162
ANAPC11,0.670420527458191
ASS1,0.669481813907623
CARD17,0.668633639812469
HSPB11,0.667175054550171
SNTG2,0.666746497154236
DCUN1D5,0.666314780712128
PRSS3,0.665930807590485
KPNA2,0.66563218832016
PLXNA1,0.665068209171295
FHOD3,0.66361129283905
DLG2,0.663103699684143
BEX3,0.662143051624298
AMN1,0.66106128692627
DUSP3,0.661002993583679
SRSF12,0.66033136844635
GRM1,0.660248041152954
B4GAT1,0.659338116645813
TOMM5,0.656651854515076
PRSS1,0.656042098999023
CDC42SE2,0.655900001525879
CENPF,0.655552268028259
METTL6,0.652827084064484
OCA2,0.651234567165375
RTL8A,0.65121728181839
B3GNT2,0.651150107383728
COMMD9,0.650009572505951
SLC9A6,0.648482382297516
ZNF239,0.64745557308197
YWHAB,0.64720094203949
CELF5,0.647160112857819
PRKAA2,0.644493997097015
MINOS1,0.642432808876038
PCBP3,0.641789734363556
CCDC28A,0.641245722770691
MYDGF,0.640991926193237
C16orf95,0.638668894767761
YTHDF2,0.638130664825439
CACUL1,0.636393249034882
PSMD1,0.636085331439972
GAR1,0.634964644908905
GULP1,0.634910941123962
BCAS2,0.634630382061005
TRABD2A,0.634251177310944
MCTP1,0.634104311466217
DUSP28,0.632589221000671
CCK,0.631296634674072
TAC1,0.630925714969635
C19orf12,0.629968762397766
CDYL2,0.629339575767517
PJA1,0.62921005487442
PITPNB,0.628863453865051
SCG3,0.627900421619415
CREG2,0.627484560012817
C22orf39,0.626721203327179
GDF10,0.626106858253479
NDUFB1,0.625276744365692
ATP8A2,0.62460857629776
LARS2,0.62430602312088
DDB1,0.623771131038666
VPS29,0.622456252574921
CERS6,0.62239944934845
PDS5A,0.618485152721405
CSGALNACT1,0.618090391159058
RGS4,0.617121338844299
HINT1,0.616338312625885
NIP7,0.61590051651001
PACSIN1,0.613144040107727
DCAF4,0.612495124340057
KCNQ2,0.612168729305267
METTL5,0.610141217708588
B4GALT5,0.609858691692352
CDO1,0.609855055809021
CRSP8P,0.608490347862244
RCHY1,0.607515513896942
CCNL2,0.605870842933655
PNPLA4,0.605632841587067
ZMAT2,0.60514897108078
AP1S1,0.604855179786682
KCNK3,0.604712247848511
PIK3CD,0.604232609272003
MYH10,0.60238254070282
MLLT11,0.601336300373077
KRAS,0.598395586013794
RNF11,0.596758782863617
SV2B,0.596346199512482
ROBO2,0.594423651695251
ABCC6,0.593959450721741
POLR3C,0.591780006885529
ZDHHC23,0.591315388679504
GSTO2,0.590845584869385
STRAP,0.589287936687469
CCDC6,0.587581872940063
FUT9,0.586887419223785
GRB14,0.585921108722687
FAM86FP,0.584541499614716
TMEM164,0.584476709365845
TMEM126A,0.584320664405823
SIRT3,0.582503914833069
TUBB3,0.57799768447876
NIPSNAP1,0.57774406671524
KCNJ12,0.575932860374451
CTNND2,0.575857996940613
DNASE1L1,0.575418531894684
GRIK3,0.575149059295654
BAG2,0.574925422668457
UBE2E2,0.574721038341522
PRSS3P2,0.574288427829742
KCNMB2,0.573702991008759
DENND1A,0.571861863136292
APMAP,0.57180118560791
DHRS7B,0.570223450660706
CHRDL1,0.570114016532898
DSTN,0.568841457366943
ZNF219,0.567789316177368
C17orf67,0.567494809627533
STOX1,0.567442834377289
GPC6,0.566979706287384
CTH,0.56640237569809
NDUFB6,0.563496112823486
HDAC9,0.562636137008667
GNAQ,0.558919727802277
TPM3,0.557904422283173
MSRA,0.557590186595917
CXXC4,0.556701004505157
NRCAM,0.554060578346252
ZSWIM7,0.552910268306732
KCNK1,0.55267596244812
AMZ2P1,0.549171566963196
KCMF1,0.547987163066864
AGAP3,0.547472715377808
XK,0.547353327274323
SRP19,0.546170175075531
MOCS2,0.542775332927704
UBE2B,0.541375160217285
NMNAT3,0.540907084941864
RAB15,0.539100587368011
RTL6,0.538672685623169
SEC24D,0.536027312278748
CD8A,0.534876644611359
CCNYL1,0.533945083618164
RAD1,0.533742606639862
SERINC3,0.532885849475861
BSN,0.532681345939636
NXPH1,0.531767725944519
NDUFS5,0.530627191066742
MRPL20,0.527561962604523
MED14OS,0.526825368404388
LOC441204,0.526795983314514
PCDH8,0.524115741252899
JMJD1C-AS1,0.523988127708435
HSPA13,0.521145462989807
CNOT7,0.520904541015625
TNFRSF14,0.520292282104492
NOL9,0.519167721271515
PSEN2,0.515321254730225
UBE2N,0.514510631561279
MSMO1,0.511565685272217
PKD2L1,0.511351644992828
CDC27,0.51048469543457
GLO1,0.509894192218781
TRMT12,0.50972580909729
PCDH10,0.509412169456482
SGSM1,0.509099662303925
NCKAP1,0.507366299629211
VTI1B,0.507068037986755
STAT6,0.506660103797913
LCLAT1,0.505598783493042
TPRG1L,0.504341781139374
NETO1,0.501480519771576
GYG2,0.499783545732498
LINGO3,0.49856099486351
TTC7B,0.496571958065033
RNF187,0.492271661758423
TRUB1,0.490419089794159
BTC,0.48982310295105
OVOL2,0.488403350114822
JAZF1,0.486704558134079
BLOC1S2,0.483282446861267
LOC389895,0.482639014720917
FOXG1,0.480736821889877
FAM86EP,0.479803055524826
C1D,0.479167968034744
RPL31,0.478433758020401
CHMP1B,0.477753251791
GTPBP4,0.476279407739639
CHCHD1,0.471437484025955
LOC441666,0.464277684688568
UBR1,0.462971985340118
REEP5,0.460027486085892
NECTIN3,0.459749639034271
ATG7,0.45794090628624
CHMP4B,0.447013080120087
CAMLG,0.444985717535019
GALNTL5,0.444717139005661
TPD52,0.434140741825104
LINC01551,0.433627307415009
TATDN2,0.430181801319122
PCDHAC2,0.428658187389374
NUDT7,0.420874148607254
ZNF469,0.406675308942795
TMEM200C,0.405408531427383
CISD1,0.399026155471802
SLC2A14,0.395921289920807
HS2ST1,0.392993211746216
SERPINI2,0.390132039785385
RPL26L1,0.388998329639435
INCENP,0.388636022806168
BORCS5,0.387575656175613
HTR1E,0.386475652456284
WDR48,0.371461868286133
TAF9,0.368603944778442
LNPK,0.362045258283615
RIDA,0.361246854066849
KCNH2,0.355794578790665
CDH22,0.354848206043243
RASD1,0.352299332618713
KCNV1,0.348804622888565
CD53,0.344474881887436
FAM83H,0.339151829481125
PPP1R12A,0.336221218109131
C2orf74,0.328154325485229
WNT5A,0.291295409202576
SLC25A46,0.27837347984314
LOC643201,0.272263169288635
EIF4E,0.246578812599182
TRIQK,0.225126430392265
SH2D2A,0.201695755124092
